calc label energy
sn2_B_C_D_E_B_C sn2_B_C_D_E_B_C -1389.060328307785
sn2_B_C_C_D_B_B sn2_B_C_C_D_B_B -1065.885234444241
sn2_B_A_E_D_C_D sn2_B_A_E_D_C_D -5523.396131926187
sn2_B_A_D_E_C_C sn2_B_A_D_E_C_C -3410.192552944435
sn2_B_A_C_E_B_D sn2_B_A_C_E_B_D -3463.070859014931
sn2_B_A_C_D_C_C sn2_B_A_C_D_C_C -3447.049668698412
sn2_B_A_C_A_C_D sn2_B_A_C_A_C_D -5521.055747338035
sn2_B_A_B_C_A_C sn2_B_A_B_C_A_C -1138.764366751362
sn2_B_A_B_C_A_B sn2_B_A_B_C_A_B -778.742827253064
sn2_B_A_B_A_B_D sn2_B_A_B_A_B_D -3519.932739516703
sn2_A_D_E_C_B_D sn2_A_D_E_C_B_D -3298.110466272085
sn2_A_D_C_E_C_D sn2_A_D_C_E_C_D -5411.322492625895
sn2_A_D_B_E_A_C sn2_A_D_B_E_A_C -936.969706220081
sn2_A_D_B_D_C_B sn2_A_D_B_D_C_B -3034.133726537302
sn2_A_C_E_D_B_D sn2_A_C_E_D_B_D -3298.112837360527
sn2_A_C_E_C_C_D sn2_A_C_E_C_C_D -5464.189914556667
sn2_A_C_D_B_A_C sn2_A_C_D_B_A_C -973.816612091875
sn2_A_C_B_C_B_A sn2_A_C_B_C_B_A -927.499950770599
sn2_A_C_B_B_B_D sn2_A_C_B_B_B_D -3611.994749756880
sn2_A_B_E_E_B_C sn2_A_B_E_E_B_C -1313.029885142389
sn2_A_B_D_E_B_B sn2_A_B_D_E_B_B -936.947927680971
sn2_A_B_D_D_B_C sn2_A_B_D_D_B_C -1280.968129865408
sn2_A_B_B_D_C_A sn2_A_B_B_D_C_A -3099.902073673412
sn2_A_B_B_D_B_B sn2_A_B_B_D_B_B -1085.893757652777
sn2_A_B_A_B_C_C sn2_A_B_A_B_C_C -3519.932737202154
sn2_A_A_D_B_C_C sn2_A_A_D_B_C_C -3354.980376523949
sn2_A_A_C_B_B_D sn2_A_A_C_B_B_D -3407.849077342740
sn2_A_A_E_E_A_C_sn2_E_A_E_E_A_C sn2_A_A_E_E_A_C_sn2_E_A_E_E_A_C -769.640876710242
sn2_A_B_D_D_A_A_sn2_A_D_D_D_A_A sn2_A_B_D_D_A_A_sn2_A_D_D_D_A_A -296.727902037428
sn2_B_A_A_E_B_B_sn2_D_A_A_E_B_B sn2_B_A_A_E_B_B_sn2_D_A_A_E_B_B -822.520068192130
sn2_D_A_A_E_C_A_sn2_A_A_A_E_C_A sn2_D_A_A_E_C_A_sn2_A_A_A_E_C_A -2707.590876741444
sn2_A_D_E_D_A_C_sn2_A_E_E_D_A_C sn2_A_D_E_D_A_C_sn2_A_E_E_D_A_C -788.033366291739
sn2_A_D_A_C_C_B_sn2_A_C_A_C_C_B sn2_A_D_A_C_C_B_sn2_A_C_A_C_C_B -2935.727042457443
sn2_A_D_E_C_C_A_sn2_A_D_E_E_C_A sn2_A_D_E_C_C_A_sn2_A_D_E_E_C_A -2802.014882406528
sn2_D_A_E_E_B_B_sn2_E_A_E_E_B_B sn2_D_A_E_E_B_B_sn2_E_A_E_E_B_B -785.679465998392
sn2_C_C_A_A_C_C_sn2_C_C_B_A_C_C sn2_C_C_A_A_C_C_sn2_C_C_B_A_C_C -3354.973492289125
sn2_C_A_C_E_A_A_sn2_C_A_C_E_B_A sn2_C_A_C_E_A_A_sn2_C_A_C_E_B_A -778.569999792147
sn2_A_D_A_E_C_A_sn2_D_D_A_E_C_A sn2_A_D_A_E_C_A_sn2_D_D_A_E_C_A -2785.975963104067
sn2_A_E_E_A_A_C_sn2_A_E_E_D_A_C sn2_A_E_E_A_A_C_sn2_A_E_E_D_A_C -824.883363544488
sn2_D_D_C_A_A_A_sn2_D_D_D_A_A_A sn2_D_D_C_A_A_A_sn2_D_D_D_A_A_A -363.313657398472
sn2_C_A_E_E_A_C_sn2_E_A_E_E_A_C sn2_C_A_E_E_A_C_sn2_E_A_E_E_A_C -769.640876710242
sn2_D_D_C_A_A_A_sn2_D_D_C_A_C_A sn2_D_D_C_A_A_A_sn2_D_D_C_A_C_A -2822.841767255765
sn2_D_B_E_A_A_B_sn2_D_B_D_A_A_B sn2_D_B_E_A_A_B_sn2_D_B_D_A_A_B -517.716045123780
sn2_A_D_E_A_A_A_sn2_A_D_A_A_A_A sn2_A_D_E_A_A_A_sn2_A_D_A_A_A_A -218.321048660249
sn2_D_D_C_D_B_B_sn2_D_D_C_A_B_B sn2_D_D_C_D_B_B_sn2_D_D_C_A_B_B -840.911205767965
sn2_A_B_E_A_B_B_sn2_A_E_E_A_B_B sn2_A_B_E_A_B_B_sn2_A_E_E_A_B_B -730.441000497290
sn2_C_C_D_E_B_A_sn2_C_C_C_E_B_A sn2_C_C_D_E_B_A_sn2_C_C_C_E_B_A -762.547500901911
sn2_C_C_A_E_A_C_sn2_C_C_A_C_A_C sn2_C_C_A_E_A_C_sn2_C_C_A_C_A_C -992.197367780835
sn2_E_A_E_B_A_C_sn2_E_A_E_E_A_C sn2_E_A_E_B_A_C_sn2_E_A_E_E_A_C -769.640876700435
sn2_A_D_E_E_C_D_sn2_A_D_E_E_C_A sn2_A_D_E_E_C_D_sn2_A_D_E_E_C_A -2802.014880964681
sn2_A_A_C_A_A_C_sn2_A_A_C_A_A_D sn2_A_A_C_A_A_C_sn2_A_A_C_A_A_D -2843.641096746944
sn2_A_C_E_D_B_C_sn2_A_C_E_D_A_C sn2_A_C_E_D_B_C_sn2_A_C_E_D_A_C -824.865416670007
sn2_E_C_E_C_A_A_sn2_B_C_E_C_A_A sn2_E_C_E_C_A_A_sn2_B_C_E_C_A_A -494.600977144147
sn2_C_A_B_A_C_C_sn2_C_C_B_A_C_C sn2_C_A_B_A_C_C_sn2_C_C_B_A_C_C -3354.973492289125
sn2_C_D_C_E_A_B_sn2_C_D_C_E_A_D sn2_C_D_C_E_A_B_sn2_C_D_C_E_A_D -3030.159101034942
sn2_E_B_E_E_C_B_sn2_D_B_E_E_C_B sn2_E_B_E_E_C_B_sn2_D_B_E_E_C_B -3105.388950645342
sn2_E_D_C_D_B_B_sn2_E_D_A_D_B_B sn2_E_D_C_D_B_B_sn2_E_D_A_D_B_B -716.753072363739
sn2_E_C_C_D_A_A_sn2_E_C_C_E_A_A sn2_E_C_C_D_A_A_sn2_E_C_C_E_A_A -381.679749961238
sn2_E_A_D_E_A_A_sn2_E_D_D_E_A_A sn2_E_A_D_E_A_A_sn2_E_D_D_E_A_A -461.715998989314
sn2_D_D_C_D_B_B_sn2_D_D_D_D_B_B sn2_D_D_C_D_B_B_sn2_D_D_D_D_B_B -755.957853951149
sn2_A_D_A_E_A_A_sn2_A_D_D_E_A_A sn2_A_D_A_E_A_A_sn2_A_D_D_E_A_A -418.534509007108
sn2_D_A_C_A_C_B_sn2_D_A_B_A_C_B sn2_D_A_C_A_C_B_sn2_D_A_B_A_C_B -2994.926156233244
sn2_B_A_A_B_B_C_sn2_A_A_A_B_B_C sn2_B_A_A_B_B_C_sn2_A_A_A_B_B_C -1202.574050396567
sn2_A_E_A_D_A_C_sn2_A_E_E_D_A_C sn2_A_E_A_D_A_C_sn2_A_E_E_D_A_C -788.033366296881
sn2_E_C_E_E_B_B_sn2_E_A_E_E_B_B sn2_E_C_E_E_B_B_sn2_E_A_E_E_B_B -785.679465998392
sn2_A_A_D_D_B_C_sn2_A_A_D_D_B_A sn2_A_A_D_D_B_C_sn2_A_A_D_D_B_A -617.568363889147
sn2_A_E_E_C_B_B_sn2_A_E_E_A_B_B sn2_A_E_E_C_B_B_sn2_A_E_E_A_B_B -748.820191644913
sn2_A_B_A_A_C_C_sn2_A_A_A_A_C_C sn2_A_B_A_A_C_C_sn2_A_A_A_A_C_C -3203.694853642422
sn2_A_E_E_E_A_B_sn2_A_E_B_E_A_B sn2_A_E_E_E_A_B_sn2_A_E_B_E_A_B -592.962025783922
sn2_C_A_A_E_C_B_sn2_C_D_A_E_C_B sn2_C_A_A_E_C_B_sn2_C_D_A_E_C_B -2938.064031463501
sn2_A_D_C_E_A_D_sn2_C_D_C_E_A_D sn2_A_D_C_E_A_D_sn2_C_D_C_E_A_D -3030.159104843336
sn2_A_C_D_C_A_A_sn2_A_D_D_C_A_A sn2_A_C_D_C_A_A_sn2_A_D_D_C_A_A -349.617924368642
sn2_A_A_D_B_C_A_sn2_A_C_D_B_C_A sn2_A_A_D_B_C_A_sn2_A_C_D_B_C_A -2799.686246489533
sn2_D_D_A_A_A_B_sn2_D_D_A_E_A_B sn2_D_D_A_A_A_B_sn2_D_D_A_E_A_B -411.942009391641
sn2_C_A_A_B_B_D_sn2_C_A_A_D_B_D sn2_C_A_A_B_B_D_sn2_C_A_A_D_B_D -3242.890665790143
sn2_A_A_D_A_A_C_sn2_A_A_A_A_A_C sn2_A_A_D_A_A_C_sn2_A_A_A_A_A_C -824.865425894541
sn2_C_D_D_E_A_D_sn2_C_E_D_E_A_D sn2_C_D_D_E_A_D_sn2_C_E_D_E_A_D -2924.389707549978
sn2_C_C_A_A_A_A_sn2_C_C_A_A_B_A sn2_C_C_A_A_A_A_sn2_C_C_A_A_B_A -723.346802907749
sn2_C_E_A_B_A_B_sn2_C_E_A_C_A_B sn2_C_E_A_B_A_B_sn2_C_E_A_C_A_B -592.964342984429
sn2_D_A_A_A_B_D_sn2_D_A_A_A_B_C sn2_D_A_A_A_B_D_sn2_D_A_A_A_B_C -1037.607297177415
sn2_B_E_C_A_A_A_sn2_B_E_C_A_A_D sn2_B_E_C_A_A_A_sn2_B_E_C_A_A_D -3103.050513941384
sn2_E_D_C_A_A_B_sn2_E_D_A_A_A_B sn2_E_D_C_A_A_B_sn2_E_D_A_A_A_B -427.992553510111
sn2_A_D_D_C_B_A_sn2_A_D_D_C_A_A sn2_A_D_D_C_B_A_sn2_A_D_D_C_A_A -349.617924368642
sn2_D_A_D_E_A_D_sn2_B_A_D_E_A_D sn2_D_A_D_E_A_D_sn2_B_A_D_E_A_D -3050.154003687124
sn2_D_D_C_A_B_D_sn2_D_D_C_A_B_B sn2_D_D_C_A_B_D_sn2_D_D_C_A_B_B -808.843114345025
sn2_C_A_A_E_A_B_sn2_C_A_A_C_A_B sn2_C_A_A_E_A_B_sn2_C_A_A_C_A_B -462.493847949300
sn2_A_D_A_C_A_B_sn2_A_D_A_E_A_B sn2_A_D_A_C_A_B_sn2_A_D_A_E_A_B -669.016509370580
sn2_C_A_A_A_A_A_sn2_D_A_A_A_A_A sn2_C_A_A_A_A_A_sn2_D_A_A_A_A_A -218.321068419778
sn2_A_E_C_E_A_D_sn2_A_E_C_E_A_C sn2_A_E_C_E_A_D_sn2_A_E_C_E_A_C -840.921887103000
sn2_E_E_A_C_A_A_sn2_E_E_A_A_A_A sn2_E_E_A_C_A_A_sn2_E_E_A_A_A_A -422.503511799890
sn2_A_E_A_C_C_B_sn2_A_C_A_C_C_B sn2_A_E_A_C_C_B_sn2_A_C_A_C_C_B -2935.726312577950
sn2_A_A_E_A_C_C_sn2_A_A_A_A_C_C sn2_A_A_E_A_C_C_sn2_A_A_A_A_C_C -3203.694853642422
sn2_A_D_A_C_A_B_sn2_A_D_C_C_A_B sn2_A_D_A_C_A_B_sn2_A_D_C_C_A_B -501.690572033032
sn2_D_A_C_A_A_A_sn2_B_A_C_A_A_A sn2_D_A_C_A_A_A_sn2_B_A_C_A_A_A -477.743938427833
sn2_C_D_D_A_C_A_sn2_C_D_C_A_C_A sn2_C_D_D_A_C_A_sn2_C_D_C_A_C_A -2895.745542804747
sn2_E_C_D_A_A_A_sn2_E_C_C_A_A_A sn2_E_C_D_A_A_A_sn2_E_C_C_A_A_A -418.545591827993
sn2_C_A_C_A_C_A_sn2_C_D_C_A_C_A sn2_C_A_C_A_C_A_sn2_C_D_C_A_C_A -2895.745542804747
sn2_A_D_C_B_B_B_sn2_A_D_A_B_B_B sn2_A_D_C_B_B_B_sn2_A_D_A_B_B_B -976.151470121209
sn2_A_A_D_A_B_B_sn2_A_A_A_A_B_B sn2_A_A_D_A_B_B_sn2_A_A_A_A_B_B -934.608526395617
sn2_A_A_A_B_B_B_sn2_A_A_A_A_B_B sn2_A_A_A_B_B_B_sn2_A_A_A_A_B_B -934.608526395618
sn2_D_D_A_E_B_B_sn2_D_A_A_E_B_B sn2_D_D_A_E_B_B_sn2_D_A_A_E_B_B -822.520068192130
sn2_D_C_E_E_C_A_sn2_D_D_E_E_C_A sn2_D_C_E_E_C_A_sn2_D_D_E_E_C_A -2841.210522973246
sn2_C_B_A_A_B_C_sn2_C_A_A_A_B_C sn2_C_B_A_A_B_C_sn2_C_A_A_A_B_C -1090.487333980251
sn2_C_A_D_B_B_C_sn2_E_A_D_B_B_C sn2_C_A_D_B_B_C_sn2_E_A_D_B_B_C -1129.692059795937
sn2_A_D_E_E_A_C_sn2_A_D_E_E_A_A sn2_A_D_E_E_A_C_sn2_A_D_E_E_A_A -328.794113594088
sn2_A_B_A_B_B_C_sn2_A_B_A_B_B_A sn2_A_B_A_B_B_C_sn2_A_B_A_B_B_A -947.504553463884
sn2_C_E_E_A_B_B_sn2_A_E_E_A_B_B sn2_C_E_E_A_B_B_sn2_A_E_E_A_B_B -748.820191644913
sn2_A_A_C_A_A_A_sn2_A_A_A_A_A_A sn2_A_A_C_A_A_A_sn2_A_A_A_A_A_A -384.020277031668
sn2_D_B_A_E_B_B_sn2_D_A_A_E_B_B sn2_D_B_A_E_B_B_sn2_D_A_A_E_B_B -732.779474627389
sn2_D_D_A_D_B_C_sn2_D_D_E_D_B_C sn2_D_D_A_D_B_C_sn2_D_D_E_D_B_C -1294.646968507576
sn2_B_C_D_A_B_B_sn2_D_C_D_A_B_B sn2_B_C_D_A_B_B_sn2_D_C_D_A_B_B -808.844911493628
sn2_A_A_C_C_A_A_sn2_A_D_C_C_A_A sn2_A_A_C_C_A_A_sn2_A_D_C_C_A_A -402.500125690576
sn2_A_C_E_E_C_B_sn2_A_C_C_E_C_B sn2_A_C_E_E_C_B_sn2_A_C_C_E_C_B -3034.126140042226
sn2_A_D_A_E_B_B_sn2_A_E_A_E_B_B sn2_A_D_A_E_B_B_sn2_A_E_A_E_B_B -748.815240996983
sn2_C_E_A_D_A_B_sn2_C_E_A_C_A_B sn2_C_E_A_D_A_B_sn2_C_E_A_C_A_B -592.964342984429
sn2_A_A_D_D_B_B_sn2_A_A_D_D_C_B sn2_A_A_D_D_B_B_sn2_A_A_D_D_C_B -2829.953828300623
sn2_E_B_A_C_B_B_sn2_E_B_A_C_B_A sn2_E_B_A_C_B_B_sn2_E_B_A_C_B_A -890.666145356182
sn2_C_C_A_D_C_C_sn2_C_C_A_B_C_C sn2_C_C_A_D_C_C_sn2_C_C_A_B_C_C -3261.269391149024
sn2_E_C_B_A_B_A_sn2_C_C_B_A_B_A sn2_E_C_B_A_B_A_sn2_C_C_B_A_B_A -578.363948409580
sn2_A_D_E_A_A_B_sn2_A_D_E_D_A_B sn2_A_D_E_A_A_B_sn2_A_D_E_D_A_B -411.944097313380
sn2_C_E_D_B_B_A_sn2_C_A_D_B_B_A sn2_C_E_D_B_B_A_sn2_C_A_D_B_B_A -860.928059700870
sn2_D_D_C_A_C_B_sn2_D_D_C_A_C_A sn2_D_D_C_A_C_B_sn2_D_D_C_A_C_A -2822.842988174016
sn2_A_E_A_A_A_A_sn2_E_E_A_A_A_A sn2_A_E_A_A_A_A_sn2_E_E_A_A_A_A -422.503511799891
sn2_B_D_A_A_C_A_sn2_B_A_A_A_C_A sn2_B_D_A_A_C_A_sn2_B_A_A_A_C_A -2856.534885560794
sn2_B_D_D_E_B_B_sn2_B_D_D_A_B_B sn2_B_D_D_E_B_B_sn2_B_D_D_A_B_B -920.927176750697
sn2_D_D_D_E_A_A_sn2_D_D_A_E_A_A sn2_D_D_D_E_A_A_sn2_D_D_A_E_A_A -312.744139653850
sn2_A_C_B_E_A_B_sn2_A_E_B_E_A_B sn2_A_C_B_E_A_B_sn2_A_E_B_E_A_B -480.869438464175
sn2_D_A_C_E_B_B_sn2_D_A_A_E_B_B sn2_D_A_C_E_B_B_sn2_D_A_A_E_B_B -732.779474627389
sn2_D_A_D_C_B_B_sn2_D_B_D_C_B_B sn2_D_A_D_C_B_B_sn2_D_B_D_C_B_B -989.842642034789
sn2_E_E_A_D_A_B_sn2_E_E_A_B_A_B sn2_E_E_A_D_A_B_sn2_E_E_A_B_A_B -629.809787935275
sn2_A_A_C_A_B_D_sn2_A_A_C_A_A_D sn2_A_A_C_A_B_D_sn2_A_A_C_A_A_D -2843.641123499031
sn2_E_A_E_D_A_C_sn2_E_A_E_E_A_C sn2_E_A_E_D_A_C_sn2_E_A_E_E_A_C -769.640876710242
sn2_E_A_A_D_A_C_sn2_E_A_A_E_A_C sn2_E_A_A_D_A_C_sn2_E_A_A_E_A_C -861.723933970555
sn2_C_C_E_A_C_C_sn2_C_C_B_A_C_C sn2_C_C_E_A_C_C_sn2_C_C_B_A_C_C -3354.973492289125
sn2_A_D_E_E_B_A_sn2_A_B_E_E_B_A sn2_A_D_E_E_B_A_sn2_A_B_E_E_B_A -853.805106988919
sn2_E_E_A_E_A_A_sn2_E_E_A_A_A_A sn2_E_E_A_E_A_A_sn2_E_E_A_A_A_A -422.503475532896
sn2_A_D_A_D_A_B_sn2_A_D_A_B_A_B sn2_A_D_A_D_A_B_sn2_A_D_A_B_A_B -504.045564115985
sn2_C_A_D_C_B_D_sn2_C_A_D_C_B_A sn2_C_A_D_C_B_D_sn2_C_A_D_C_B_A -762.517454149829
sn2_D_A_B_C_A_B_sn2_D_A_B_C_A_A sn2_D_A_B_C_A_B_sn2_D_A_B_C_A_A -514.582046706557
sn2_B_A_E_D_B_A_sn2_B_A_E_B_B_A sn2_B_A_E_D_B_A_sn2_B_A_E_B_B_A -835.421138588547
sn2_A_D_B_C_A_B_sn2_C_D_B_C_A_B sn2_A_D_B_C_A_B_sn2_C_D_B_C_A_B -520.081645853016
